rho,delta,beta,alpha,mmse,mse_ridge_opt,alpha_LR
0.05,0.1,1.0,0.0,1.0,1.0,0.0
0.05,0.1,1.0,0.001,0.9990899186655516,0.9990909842783086,0.01
0.05,0.1,1.0,0.002,0.9981801058095138,0.9981821191553855,0.02
0.05,0.1,1.0,0.003,0.9972659089250969,0.9972734049678428,0.03
0.05,0.1,1.0,0.004,0.9963459747517799,0.9963648420531718,0.04
0.05,0.1,1.0,0.005,0.9954187905594514,0.9954564307497449,0.049999999999999996
0.05,0.1,1.0,0.006,0.9944827728391552,0.9945481713968187,0.06
0.05,0.1,1.0,0.007,0.993536625021019,0.9936400643345358,0.06999999999999999
0.05,0.1,1.0,0.008,0.9925772281506786,0.9927321099039272,0.08
0.05,0.1,1.0,0.009,0.9916021287072676,0.991824308446915,0.08999999999999998
0.05,0.1,1.0,0.01,0.9906113226979717,0.9909166603063145,0.09999999999999999
0.05,0.1,1.0,0.011,0.9896009723164546,0.9900091658258365,0.10999999999999999
0.05,0.1,1.0,0.012,0.9885690715747244,0.98910182535009,0.12
0.05,0.1,1.0,0.013,0.9875134068712386,0.9881946392245843,0.12999999999999998
0.05,0.1,1.0,0.014,0.9864315820229476,0.9872876077957314,0.13999999999999999
0.05,0.1,1.0,0.015,0.9853207808943775,0.9863807314108489,0.15
0.05,0.1,1.0,0.016,0.9841783077956243,0.9854740104181616,0.16
0.05,0.1,1.0,0.017,0.9830015991621035,0.9845674451668043,0.17
0.05,0.1,1.0,0.018,0.9817874651714728,0.9836610360068244,0.17999999999999997
0.05,0.1,1.0,0.019,0.980532344168374,0.9827547832891841,0.18999999999999997
0.05,0.1,1.0,0.02,0.979233932104417,0.9818486873657627,0.19999999999999998
0.05,0.1,1.0,0.021,0.9778878751424858,0.9809427485893591,0.21
0.05,0.1,1.0,0.022,0.976490874112329,0.9800369673136947,0.21999999999999997
0.05,0.1,1.0,0.023,0.9750394840871615,0.979131343893415,0.22999999999999998
0.05,0.1,1.0,0.024,0.9735293886641624,0.9782258786840926,0.24
0.05,0.1,1.0,0.025,0.9719569225608055,0.9773205720422296,0.25
0.05,0.1,1.0,0.026,0.9703178386341706,0.9764154243252597,0.25999999999999995
0.05,0.1,1.0,0.027,0.9686075790542548,0.9755104358915512,0.26999999999999996
0.05,0.1,1.0,0.028,0.9668232233762643,0.9746056071004089,0.27999999999999997
0.05,0.1,1.0,0.029,0.964959171040389,0.9737009383120769,0.29
0.05,0.1,1.0,0.03,0.9630113754433802,0.9727964298877411,0.3
0.05,0.1,1.0,0.031,0.9609760152621643,0.9718920821895314,0.31
